Symbol;Description;Category2;Category3;Sector;Market cap;Dividend yield;Country;Action
COR;CoreSite Realty Corporation;REITs;Mid cap;Real Estate;$7,487,535,915;4.38%;USA;Analyze
AN;AutoNation Inc;Common stocks;Mid cap;Consumer Discretionary;$7,429,404,004;0.00%;USA;Analyze
VOYA;Voya Financial Inc;Common stocks;Mid cap;Financials;$7,413,335,345;1.04%;USA;Analyze
HTA;Healthcare Trust of America, Inc;REITs;Mid cap;Real Estate;$7,404,701,560;3.77%;USA;Analyze
AXTA;Axalta Coating Systems Ltd;Common stocks;Mid cap;Materials;$7,403,138,253;0.00%;USA;Analyze
SF;Stifel Financial Corp;Common stocks;Mid cap;Financials;$7,396,011,199;0.84%;USA;Analyze
MAT;Mattel Inc;Common stocks;Mid cap;Consumer Discretionary;$7,395,703,640;0.00%;USA;Analyze
GMED;Globus Medical Inc Class A;Common stocks;Mid cap;Health Care;$7,384,188,357;0.00%;USA;Analyze
HII;Huntington Ingalls Industries Inc;Common stocks;Mid cap;Industrials;$7,378,434,612;2.48%;USA;Analyze
RGA;Reinsurance Group Of America Inc;Common stocks;Mid cap;Financials;$7,370,444,464;2.60%;USA;Analyze
BRX;Brixmor Property Group Inc;REITs;Mid cap;Real Estate;$7,362,343,552;3.42%;USA;Analyze
YETI;Yeti Holdings, Inc.;Common stocks;Mid cap;Consumer Discretionary;$7,359,290,847;0.00%;USA;Analyze
BYD;Boyd Gaming Corp;Common stocks;Mid cap;Consumer Discretionary;$7,327,179,641;0.11%;USA;Analyze
JHG;Janus Henderson Group Plc;Common stocks;Mid cap;Financials;$7,324,899,718;3.45%;USA;Analyze
HUN;Huntsman Corp;Common stocks;Mid cap;Materials;$7,321,472,719;2.14%;USA;Analyze
NEWR;New Relic Inc;Common stocks;Mid cap;Information Technology;$7,314,336,518;0.00%;USA;Analyze
ATUS;Altice USA, Inc. Class A;Common stocks;Mid cap;Communication Services;$7,310,830,065;0.00%;USA;Analyze
PLTK;Playtika Holding Corp.;Common stocks;Mid cap;Communication Services;$7,295,585,423;0.00%;Israel;Analyze
PNFP;Pinnacle Financial Partners Inc;Common stocks;Mid cap;Financials;$7,261,131,806;0.75%;USA;Analyze
BOKF;BOK Financial Corp;Common stocks;Mid cap;Financials;$7,253,238,090;1.97%;USA;Analyze
STWD;Starwood Property Trust Inc;Mortgage REITs;Mid cap;Financials;$7,212,553,174;7.47%;USA;Analyze
PVH;PVH Corp;Common stocks;Mid cap;Consumer Discretionary;$7,196,499,983;0.04%;USA;Analyze
ZNGA;Zynga Inc;Common stocks;Mid cap;Communication Services;$7,191,565,166;0.00%;USA;Analyze
CASY;Caseys General Stores Inc;Common stocks;Mid cap;Consumer Staples;$7,176,100,324;0.71%;USA;Analyze
DCI;Donaldson Inc;Common stocks;Mid cap;Industrials;$7,157,446,282;1.49%;USA;Analyze
VAC;Marriott Vacations Worldwide Corp;Common stocks;Mid cap;Consumer Discretionary;$7,134,247,939;0.32%;USA;Analyze
WU;Western Union;Common stocks;Mid cap;Information Technology;$7,115,517,670;5.22%;USA;Analyze
TSP;TuSimple Holdings Inc.;Common stocks;Mid cap;Industrials;$7,086,605,922;0.00%;USA;Analyze
NTNX;Nutanix Inc Class A;Common stocks;Mid cap;Information Technology;$7,074,836,943;0.00%;USA;Analyze
KSS;Kohls Corporation;Common stocks;Mid cap;Consumer Discretionary;$7,069,229,600;1.96%;USA;Analyze
RUN;Sunrun Inc;Common stocks;Mid cap;Industrials;$7,069,217,574;0.00%;USA;Analyze
AZEK;The AZEK Company Inc. Class A;Common stocks;Mid cap;Industrials;$7,029,835,744;0.00%;USA;Analyze
LPX;Louisiana Pacific Corp;Common stocks;Mid cap;Materials;$6,940,585,099;0.86%;USA;Analyze
SNV;Synovus Financial Corp;Common stocks;Mid cap;Financials;$6,936,505,556;3.43%;USA;Analyze
WWD;Woodward Inc;Common stocks;Mid cap;Industrials;$6,873,985,131;0.60%;USA;Analyze
RGLD;Royal Gold Inc;Common stocks;Mid cap;Materials;$6,867,629,757;1.14%;USA;Analyze
IAA;IAA, Inc.;Common stocks;Mid cap;Industrials;$6,846,140,660;0.00%;USA;Analyze
MTZ;Mastec Inc;Common stocks;Mid cap;Industrials;$6,838,167,118;0.00%;USA;Analyze
OHI;Omega Healthcare Investors, Inc;REITs;Mid cap;Real Estate;$6,815,541,959;9.12%;USA;Analyze
AMG;Affiliated Managers Group Inc;Common stocks;Mid cap;Financials;$6,780,232,662;0.02%;USA;Analyze
ALGM;Allegro MicroSystems, Inc.;Common stocks;Mid cap;Information Technology;$6,776,175,086;0.00%;USA;Analyze
PPC;Pilgrims Pride Corp;Common stocks;Mid cap;Consumer Staples;$6,771,742,756;0.00%;USA;Analyze
DKS;Dicks Sporting Inc;Common stocks;Mid cap;Consumer Discretionary;$6,761,598,614;1.48%;USA;Analyze
EXP;Eagle Materials Inc;Common stocks;Mid cap;Materials;$6,761,227,550;0.45%;USA;Analyze
PLAN;Anaplan, Inc.;Common stocks;Mid cap;Information Technology;$6,758,472,439;0.00%;USA;Analyze
POST;Post Holdings Inc;Common stocks;Mid cap;Consumer Staples;$6,739,357,347;0.00%;USA;Analyze
LSTR;Landstar System Inc;Common stocks;Mid cap;Industrials;$6,703,681,363;0.52%;USA;Analyze
CVAC;CureVac N.V.;Common stocks;Mid cap;Health Care;$6,676,549,506;0.00%;Germany;Analyze
ADT;ADT Inc.;Common stocks;Mid cap;Industrials;$6,642,414,703;1.61%;USA;Analyze
CHNG;Change Healthcare Inc.;Common stocks;Mid cap;Health Care;$6,631,734,277;0.00%;USA;Analyze
PB;Prosperity Bancshares Inc;Common stocks;Mid cap;Financials;$6,630,346,863;2.74%;USA;Analyze
COHR;Coherent Inc;Common stocks;Mid cap;Information Technology;$6,622,366,405;0.00%;USA;Analyze
OMF;Onemain Holdings Inc;Common stocks;Mid cap;Financials;$6,594,081,190;4.99%;USA;Analyze
ALK;Alaska Air Group Inc;Common stocks;Mid cap;Industrials;$6,593,847,350;0.00%;USA;Analyze
VVV;Valvoline Inc;Common stocks;Mid cap;Materials;$6,578,276,895;1.36%;USA;Analyze
GPS;Gap Inc;Common stocks;Mid cap;Consumer Discretionary;$6,549,492,900;2.74%;USA;Analyze
SHC;Sotera Health Co;Common stocks;Mid cap;Health Care;$6,546,697,274;0.00%;USA;Analyze
CFX;Colfax Corp;Common stocks;Mid cap;Industrials;$6,540,598,634;0.00%;USA;Analyze
BPOP;Popular Inc;Common stocks;Mid cap;Financials;$6,503,571,997;2.13%;USA;Analyze
PII;Polaris Industries Inc;Common stocks;Mid cap;Consumer Discretionary;$6,492,948,427;2.34%;USA;Analyze
EHC;Encompass Health Corp;Common stocks;Mid cap;Health Care;$6,438,159,287;1.29%;USA;Analyze
REYN;Reynolds Consumer Products Inc.;Common stocks;Mid cap;Consumer Staples;$6,414,475,234;2.97%;USA;Analyze
X;United States Steel Corporation;Common stocks;Mid cap;Materials;$6,407,218,811;0.34%;USA;Analyze
NVT;Nvent Electric Plc;Common stocks;Mid cap;Industrials;$6,403,118,717;1.82%;USA;Analyze
INGR;Ingredion Inc;Common stocks;Mid cap;Consumer Staples;$6,374,807,645;2.65%;USA;Analyze
CHPT;ChargePoint Holdings, Inc.;Common stocks;Mid cap;Industrials;$6,355,720,397;0.00%;USA;Analyze
BEPC;Brookfield Renewable Corporation Class A;Common stocks;Mid cap;Utilities;$6,314,709,386;3.68%;Canada;Analyze
EEFT;Euronet Worldwide Inc;Common stocks;Mid cap;Information Technology;$6,256,567,443;0.00%;USA;Analyze
NXST;Nexstar Media Group Inc;Common stocks;Mid cap;Communication Services;$6,255,950,043;1.82%;USA;Analyze
CACI;CACI International Inc;Common stocks;Mid cap;Industrials;$6,217,129,897;0.00%;USA;Analyze
COLM;Columbia Sportswear;Common stocks;Mid cap;Consumer Discretionary;$6,213,885,097;1.09%;USA;Analyze
WEX;Wex Inc;Common stocks;Mid cap;Information Technology;$6,130,728,771;0.00%;USA;Analyze
DLB;Dolby Laboratories Inc Class A;Common stocks;Mid cap;Information Technology;$6,126,104,429;0.96%;USA;Analyze
PRI;Primerica Inc;Common stocks;Mid cap;Financials;$6,104,736,839;1.21%;USA;Analyze
MDU;MDU Resources Group Inc;Common stocks;Mid cap;Utilities;$6,032,441,714;2.84%;USA;Analyze
EXEL;Exelixis Inc;Common stocks;Mid cap;Health Care;$6,017,877,787;0.00%;USA;Analyze
CR;Crane;Common stocks;Mid cap;Industrials;$5,992,510,121;1.67%;USA;Analyze
ASH;Ashland Global Inc;Common stocks;Mid cap;Materials;$5,966,843,958;1.12%;USA;Analyze
ESI;Element Solutions Inc.;Common stocks;Mid cap;Materials;$5,947,506,750;1.04%;USA;Analyze
CUZ;Cousins Properties Incorporated;REITs;Mid cap;Real Estate;$5,925,218,235;3.05%;USA;Analyze
SRC;Spirit Realty Capital, Inc;REITs;Mid cap;Real Estate;$5,901,881,553;5.15%;USA;Analyze
MSA;MSA Safety Inc;Common stocks;Mid cap;Industrials;$5,880,719,576;1.16%;USA;Analyze
GPK;Graphic Packaging Holding;Common stocks;Mid cap;Materials;$5,871,735,194;1.56%;USA;Analyze
DEI;Douglas Emmett, Inc;REITs;Mid cap;Real Estate;$5,857,715,336;3.31%;USA;Analyze
IART;Integra Lifesciences Holdings Corp;Common stocks;Mid cap;Health Care;$5,845,962,182;0.00%;USA;Analyze
NATI;National Instruments Corp;Common stocks;Mid cap;Information Technology;$5,845,001,465;2.41%;USA;Analyze
NFG;National Fuel Gas;Common stocks;Mid cap;Utilities;$5,825,221,927;2.78%;USA;Analyze
HAYW;Hayward Holdings, Inc.;Common stocks;Mid cap;Consumer Discretionary;$5,822,832,303;0.00%;USA;Analyze
SKX;Skechers USA Inc;Common stocks;Mid cap;Consumer Discretionary;$5,800,813,047;0.00%;USA;Analyze
HBI;Hanesbrands Inc;Common stocks;Mid cap;Consumer Discretionary;$5,782,826,735;3.58%;USA;Analyze
FLO;Flowers Foods Inc;Common stocks;Mid cap;Consumer Staples;$5,733,026,461;3.02%;USA;Analyze
RARE;Ultragenyx Pharmaceutical Inc;Common stocks;Mid cap;Health Care;$5,703,814,988;0.00%;USA;Analyze
NYCB;New York Community Bancorp;Common stocks;Mid cap;Financials;$5,682,554,164;5.45%;USA;Analyze
SLM;Sallie Mae;Common stocks;Mid cap;Financials;$5,649,528,633;1.03%;USA;Analyze
MRVI;Maravai LifeSciences Holdings, Inc;Common stocks;Mid cap;Health Care;$5,643,522,163;0.00%;USA;Analyze
DRVN;Driven Brands Holdings Inc.;Common stocks;Mid cap;Industrials;$5,625,634,574;0.00%;USA;Analyze
OZK;Bank of the Ozarks;Common stocks;Mid cap;Financials;$5,616,865,577;2.43%;USA;Analyze
SON;Sonoco Products;Common stocks;Mid cap;Materials;$5,607,549,345;3.12%;USA;Analyze
HOG;Harley Davidson Inc;Common stocks;Mid cap;Consumer Discretionary;$5,599,994,145;1.64%;USA;Analyze
IDA;IDACORP, Inc.;Common stocks;Mid cap;Utilities;$5,568,936,645;2.59%;USA;Analyze
RYN;Rayonier Inc;REITs;Mid cap;Real Estate;$5,568,205,079;2.71%;USA;Analyze
THO;Thor Industries Inc;Common stocks;Mid cap;Consumer Discretionary;$5,565,192,013;1.65%;USA;Analyze
HHC;Howard Hughes Corp;Common stocks;Mid cap;Real Estate;$5,518,870,988;0.00%;USA;Analyze
QDEL;Quidel Corp;Common stocks;Mid cap;Health Care;$5,498,553,453;0.00%;USA;Analyze
SRCL;Stericycle Inc;Common stocks;Mid cap;Industrials;$5,496,164,666;0.00%;USA;Analyze
AWI;Armstrong World Industries Inc;Common stocks;Mid cap;Industrials;$5,485,344,342;0.74%;USA;Analyze
TMX;Terminix Global Holdings, Inc.;Common stocks;Mid cap;Consumer Discretionary;$5,461,890,997;0.00%;USA;Analyze
CW;Curtiss Wright Corp;Common stocks;Mid cap;Industrials;$5,408,408,678;0.51%;USA;Analyze
NCNO;nCino, Inc.;Common stocks;Mid cap;Information Technology;$5,392,813,061;0.00%;USA;Analyze
MCW;Mister Car Wash, Inc.;Common stocks;Mid cap;Consumer Discretionary;$5,384,849,621;0.00%;USA;Analyze
EVR;Evercore Inc. Class A;Common stocks;Mid cap;Financials;$5,382,311,069;1.91%;USA;Analyze
DV;DoubleVerify Holdings, Inc.;Common stocks;Mid cap;Information Technology;$5,339,757,369;0.00%;USA;Analyze
AMBP;Ardagh Metal Packaging S.A.;Common stocks;Mid cap;Materials;$5,333,022,577;0.00%;Luxembourg;Analyze
ACHC;Acadia Healthcare Company Inc;Common stocks;Mid cap;Health Care;$5,326,886,536;0.00%;USA;Analyze
LEG;Leggett & Platt Inc;Common stocks;Mid cap;Consumer Discretionary;$5,325,751,516;4.10%;USA;Analyze
CRUS;Cirrus Logic Inc;Common stocks;Mid cap;Information Technology;$5,323,936,114;0.00%;USA;Analyze
PRGO;Perrigo Plc;Common stocks;Mid cap;Health Care;$5,317,511,770;2.39%;USA;Analyze
NOV;National Oilwell Varco Inc;Common stocks;Mid cap;Energy;$5,317,315,861;0.37%;USA;Analyze
CC;Chemours Company;Common stocks;Mid cap;Materials;$5,306,005,146;3.04%;USA;Analyze
AMED;Amedisys Inc;Common stocks;Mid cap;Health Care;$5,303,762,499;0.00%;USA;Analyze
CLH;Clean Harbors Inc;Common stocks;Mid cap;Industrials;$5,275,798,767;0.00%;USA;Analyze
HFC;HollyFrontier Corp;Common stocks;Mid cap;Energy;$5,274,627,788;1.08%;USA;Analyze
FCN;FTI Consulting Inc;Common stocks;Mid cap;Industrials;$5,272,880,455;0.00%;USA;Analyze
PACW;Pacwest Bancorp;Common stocks;Mid cap;Financials;$5,256,667,757;2.21%;USA;Analyze
NCR;NCR Corp;Common stocks;Mid cap;Information Technology;$5,244,360,000;0.00%;USA;Analyze
MAN;Manpower Inc;Common stocks;Mid cap;Industrials;$5,239,573,664;2.59%;USA;Analyze
NFE;New Fortress Energy LLC - Class A;Common stocks;Mid cap;Energy;$5,237,777,287;1.57%;USA;Analyze
VMI;Valmont Inds Inc;Common stocks;Mid cap;Industrials;$5,234,096,263;0.81%;USA;Analyze
SAM;Boston Beer Inc Class A;Common stocks;Mid cap;Consumer Staples;$5,226,396,200;0.00%;USA;Analyze
PYCR;Paycor HCM Inc;Common stocks;Mid cap;Information Technology;$5,222,431,296;0.00%;USA;Analyze
WEN;Wendys;Common stocks;Mid cap;Consumer Discretionary;$5,206,972,595;1.81%;USA;Analyze
TKR;Timken;Common stocks;Mid cap;Industrials;$5,196,378,216;1.73%;USA;Analyze
VNT;Vontier Corporation;Common stocks;Mid cap;Information Technology;$5,191,820,531;0.24%;USA;Analyze
WTFC;Wintrust Financial Corp;Common stocks;Mid cap;Financials;$5,187,095,501;1.36%;USA;Analyze
NRZ;New Residential Investment Corp;Mortgage REITs;Mid cap;Financials;$5,132,379,120;7.51%;USA;Analyze
LAZ;Lazard, LTD.;Common stocks;Mid cap;Financials;$5,092,516,670;3.09%;USA;Analyze
WBS;Webster Financial Corp;Common stocks;Mid cap;Financials;$5,091,083,254;2.82%;USA;Analyze
ICUI;ICU Medical Inc;Common stocks;Mid cap;Health Care;$5,078,060,962;0.00%;USA;Analyze
AL;Air Lease Corp;Common stocks;Mid cap;Industrials;$5,071,288,481;1.49%;USA;Analyze
UNM;Unum Group;Common stocks;Mid cap;Financials;$5,027,506,819;4.68%;USA;Analyze
TFSL;TFS Financial Corp;Common stocks;Mid cap;Financials;$5,008,882,602;6.17%;USA;Analyze
STL;Sterling Bancorp;Common stocks;Mid cap;Financials;$4,989,022,858;1.08%;USA;Analyze
PINC;Premier Inc Class A;Common stocks;Mid cap;Health Care;$4,974,338,630;1.90%;USA;Analyze
CDK;CDK Global Inc;Common stocks;Mid cap;Information Technology;$4,869,482,370;1.45%;USA;Analyze
SLG;SL Green Realty Corp;REITs;Mid cap;Real Estate;$4,832,345,876;4.79%;USA;Analyze
TDC;Teradata Corp;Common stocks;Mid cap;Information Technology;$4,821,740,000;0.00%;USA;Analyze
H;Hyatt Hotels Corp Class A;Common stocks;Mid cap;Consumer Discretionary;$4,813,823,213;0.00%;USA;Analyze
CNM;Core & Main, Inc.;Common stocks;Mid cap;Industrials;$4,794,011,472;0.00%;USA;Analyze
JAMF;Jamf Holding Corp.;Common stocks;Mid cap;Information Technology;$4,790,373,818;2.88%;USA;Analyze
NCLH;Norwegian Cruise Line Holdings Ltd;Common stocks;Mid cap;Consumer Discretionary;$4,757,886,000;0.00%;USA;Analyze
UNVR;Univar Solutions, Inc.;Common stocks;Mid cap;Industrials;$4,747,497,051;0.00%;USA;Analyze
SAIC;Science Applications International;Common stocks;Mid cap;Industrials;$4,743,216,288;2.21%;USA;Analyze
CERT;Certara, Inc.;Common stocks;Mid cap;Health Care;$4,742,480,705;0.00%;USA;Analyze
TNL;Travel & Leisure Co.;Common stocks;Mid cap;Consumer Discretionary;$4,710,732,128;2.27%;USA;Analyze
MCFE;McAfee Corp.;Common stocks;Mid cap;Information Technology;$4,707,109,416;1.20%;USA;Analyze
MTG;MGIC Investment Corp;Common stocks;Mid cap;Financials;$4,691,646,491;1.93%;USA;Analyze
THG;Hanover Insurance Group Inc;Common stocks;Mid cap;Financials;$4,659,588,492;2.16%;USA;Analyze
DTM;DT Midstream, Inc.;Common stocks;Mid cap;Energy;$4,644,125,693;1.25%;USA;Analyze
JBLU;Jetblue Airways Corp;Common stocks;Mid cap;Industrials;$4,630,524,371;0.00%;USA;Analyze
SLGN;Silgan Holdings Inc;Common stocks;Mid cap;Materials;$4,623,980,391;1.33%;USA;Analyze
SPR;Spirit Aerosystems Inc;Common stocks;Mid cap;Industrials;$4,615,778,274;0.09%;USA;Analyze
GTES;Gates Industrial Corporation Plc;Common stocks;Mid cap;Industrials;$4,609,656,919;0.00%;USA;Analyze
HIW;Highwoods Properties, Inc;REITs;Mid cap;Real Estate;$4,603,293,034;4.37%;USA;Analyze
PK;Park Hotels & Resorts Inc;REITs;Mid cap;Real Estate;$4,580,601,697;0.00%;USA;Analyze
HLF;Herbalife Ltd;Common stocks;Mid cap;Consumer Staples;$4,567,174,646;0.00%;USA;Analyze
STNE;Stoneco Ltd. - Class A;Common stocks;Mid cap;Information Technology;$4,552,023,585;0.00%;Brazil;Analyze
SEB;Seaboard Corp;Common stocks;Mid cap;Consumer Staples;$4,540,120,079;0.23%;USA;Analyze
LESL;Leslies, Inc.;Common stocks;Mid cap;Consumer Discretionary;$4,527,188,632;0.00%;USA;Analyze
AXS;Axis Capital Holdings Ltd;Common stocks;Mid cap;Financials;$4,481,968,442;3.14%;USA;Analyze
HE;Hawaiian Electric Industries Inc;Common stocks;Mid cap;Utilities;$4,447,865,973;3.30%;USA;Analyze
WOOF;Petco Health and Wellness Company, Inc. - Class A;Common stocks;Mid cap;Consumer Discretionary;$4,444,052,714;0.00%;USA;Analyze
FSLY;Fastly, Inc. Class A;Common stocks;Mid cap;Information Technology;$4,435,625,000;0.00%;USA;Analyze
BWXT;BWX Technologies Inc;Common stocks;Mid cap;Industrials;$4,422,007,105;1.74%;USA;Analyze
IONS;Ionis Pharmaceuticals Inc;Common stocks;Mid cap;Health Care;$4,404,340,368;0.00%;USA;Analyze
MSP;Datto Holding Corp.;Common stocks;Mid cap;Information Technology;$4,399,722,382;8.90%;USA;Analyze
CHGG;Chegg Inc;Common stocks;Mid cap;Consumer Discretionary;$4,389,007,605;0.00%;USA;Analyze
HXL;Hexcel Corp;Common stocks;Mid cap;Industrials;$4,362,507,084;0.00%;USA;Analyze
SPB;Spectrum Brands Holdings Inc;Common stocks;Mid cap;Consumer Staples;$4,334,066,944;1.64%;USA;Analyze
VSCO;Victorias Secret & Co.;Common stocks;Mid cap;Consumer Discretionary;$4,314,473,500;0.00%;USA;Analyze
R;Ryder System Inc;Common stocks;Mid cap;Industrials;$4,312,642,884;2.81%;USA;Analyze
MNDT;Mandiant, Inc.;Common stocks;Mid cap;Information Technology;$4,264,577,626;0.00%;USA;Analyze
FL;Foot Locker Inc;Common stocks;Mid cap;Consumer Discretionary;$4,234,545,412;2.00%;USA;Analyze
BYND;Beyond Meat, Inc.;Common stocks;Mid cap;Consumer Staples;$4,222,234,404;0.00%;USA;Analyze
BHF;Brighthouse Financial;Common stocks;Mid cap;Financials;$4,218,431,666;0.00%;USA;Analyze
CRI;Carters Inc;Common stocks;Mid cap;Consumer Discretionary;$4,214,744,679;1.40%;USA;Analyze
KD;Kyndryl Holdings, Inc.;Common stocks;Mid cap;Information Technology;$4,211,516,210;0.00%;USA;Analyze
UMPQ;Umpqua Holdings Corp;Common stocks;Mid cap;Financials;$4,178,706,011;4.29%;USA;Analyze
HRB;H&R Block Inc;Common stocks;Mid cap;Consumer Discretionary;$4,144,854,383;4.46%;USA;Analyze
SWCH;Switch, Inc. Class A;Common stocks;Mid cap;Information Technology;$4,129,302,041;0.71%;USA;Analyze
FRPT;Freshpet Inc;Common stocks;Mid cap;Consumer Staples;$4,121,661,885;0.00%;USA;Analyze
AVT;Avnet Inc;Common stocks;Mid cap;Information Technology;$4,097,873,102;2.18%;USA;Analyze
XRX;Xerox Corp;Common stocks;Mid cap;Information Technology;$4,055,793,912;4.33%;USA;Analyze
FLS;Flowserve Corp;Common stocks;Mid cap;Industrials;$3,991,401,562;1.95%;USA;Analyze
MSM;MSC Industrial Inc Class A;Common stocks;Mid cap;Industrials;$3,983,521,503;3.50%;USA;Analyze
DCT;Duck Creek Technologies;Common stocks;Mid cap;Information Technology;$3,974,601,998;0.00%;USA;Analyze
HAIN;Hain Celestial Group Inc;Common stocks;Mid cap;Consumer Staples;$3,964,854,594;0.00%;USA;Analyze
FIGS;FIGS, Inc.;Common stocks;Mid cap;Health Care;$3,961,403,839;0.00%;USA;Analyze
DSEY;Diversey Holdings, Ltd.;Common stocks;Mid cap;Materials;$3,919,507,574;0.00%;USA;Analyze
FNB;FNB Corp;Common stocks;Mid cap;Financials;$3,874,974,082;3.89%;USA;Analyze
ADPT;Adaptive Biotechnologies Corporation;Common stocks;Mid cap;Health Care;$3,793,623,967;0.00%;USA;Analyze
AYX;Alteryx Inc Class A;Common stocks;Mid cap;Information Technology;$3,788,551,846;0.00%;USA;Analyze
HPP;Hudson Pacific Properties, Inc;REITs;Mid cap;Real Estate;$3,779,941,916;3.98%;USA;Analyze
JBGS;JBG Smith Properties;REITs;Mid cap;Real Estate;$3,736,088,323;2.33%;USA;Analyze
NEU;Newmarket Corp;Common stocks;Mid cap;Materials;$3,685,524,045;2.29%;USA;Analyze
SIX;Six Flags Entertainment Corp;Common stocks;Mid cap;Consumer Discretionary;$3,685,235,709;0.00%;USA;Analyze
ALSN;Allison Transmission Holdings Inc;Common stocks;Mid cap;Industrials;$3,650,152,123;2.15%;USA;Analyze
SPCE;Virgin Galactic Holdings, Inc.;Common stocks;Mid cap;Industrials;$3,630,217,739;0.00%;USA;Analyze
KMPR;Kemper Corp;Common stocks;Mid cap;Financials;$3,594,493,042;2.18%;USA;Analyze
KEX;Kirby Corp;Common stocks;Mid cap;Industrials;$3,591,632,250;0.00%;USA;Analyze
EPR;EPR Properties;REITs;Mid cap;Real Estate;$3,554,006,122;2.60%;USA;Analyze
JWN;Nordstrom Inc;Common stocks;Mid cap;Consumer Discretionary;$3,528,791,987;0.00%;USA;Analyze
FHB;First Hawaiian Inc;Common stocks;Mid cap;Financials;$3,479,410,806;3.80%;USA;Analyze
LOPE;Grand Canyon Education Inc;Common stocks;Mid cap;Consumer Discretionary;$3,439,918,511;0.00%;USA;Analyze
MSGS;Madison Square Garden Sports Corp. Class A;Common stocks;Mid cap;Communication Services;$3,420,701,534;0.00%;USA;Analyze
AGO;Assured Guaranty Ltd;Common stocks;Mid cap;Financials;$3,415,703,582;1.79%;USA;Analyze
TRIP;TripAdvisor Inc;Common stocks;Mid cap;Communication Services;$3,415,377,514;20.85%;USA;Analyze
ADS;Alliance Data Systems Corp;Common stocks;Mid cap;Information Technology;$3,387,876,667;1.06%;USA;Analyze
BOH;Bank Of Hawaii Corp.;Common stocks;Mid cap;Financials;$3,385,016,454;3.22%;USA;Analyze
AI;C3.ai, Inc. Class A;Common stocks;Mid cap;Information Technology;$3,371,039,688;0.00%;USA;Analyze
VSAT;Viasat Inc;Common stocks;Mid cap;Information Technology;$3,301,478,789;0.00%;USA;Analyze
OLLI;Ollies Bargain Outlet Holdings Inc;Common stocks;Mid cap;Consumer Discretionary;$3,232,730,012;0.00%;USA;Analyze
LZ;LegalZoom.com, Inc.;Common stocks;Mid cap;Industrials;$3,215,836,057;0.00%;USA;Analyze
VIRT;Virtu Financial Inc Class A;Common stocks;Mid cap;Financials;$3,201,663,153;3.32%;USA;Analyze
MRCY;Mercury Systems Inc;Common stocks;Mid cap;Industrials;$3,138,747,324;0.00%;USA;Analyze
IOVA;Iovance Biotherapeutics Inc;Common stocks;Mid cap;Health Care;$3,098,757,581;0.00%;USA;Analyze
QRTEA;Qurate Retail, Inc. Series A;Common stocks;Mid cap;Consumer Discretionary;$3,094,515,212;0.00%;USA;Analyze
WTM;White Mountains Insurance Group Ltd;Common stocks;Mid cap;Financials;$3,051,269,269;0.10%;USA;Analyze
FTDR;Frontdoor Inc;Common stocks;Mid cap;Consumer Discretionary;$3,049,416,933;0.00%;USA;Analyze
FOUR;Shift4 Payments, Inc. Class A;Common stocks;Mid cap;Information Technology;$2,986,226,770;0.00%;USA;Analyze
SKLZ;Skillz Inc. Class A;Common stocks;Mid cap;Communication Services;$2,925,036,748;0.00%;USA;Analyze
MCY;Mercury General Corp;Common stocks;Mid cap;Financials;$2,884,818,055;4.78%;USA;Analyze
NKTR;Nektar Therapeutics;Common stocks;Mid cap;Health Care;$2,838,488,567;0.00%;USA;Analyze
SABR;Sabre Corp;Common stocks;Mid cap;Information Technology;$2,833,310,021;0.00%;USA;Analyze
VMEO;Vimeo, Inc.;Common stocks;Mid cap;Communication Services;$2,831,038,291;1.19%;USA;Analyze
GO;Grocery Outlet Holding Corp.;Common stocks;Mid cap;Consumer Staples;$2,726,884,021;0.00%;USA;Analyze
SHLS;Shoals Technologies Group, Inc.;Common stocks;Mid cap;Industrials;$2,646,170,451;0.00%;USA;Analyze
LMND;Lemonade, Inc.;Common stocks;Mid cap;Financials;$2,622,864,783;0.00%;USA;Analyze
EVBG;Everbridge Inc;Common stocks;Mid cap;Information Technology;$2,609,500,149;0.00%;USA;Analyze
CPA;Copa Holdings SA Class A;Common stocks;Mid cap;Industrials;$2,574,972,667;0.00%;USA;Analyze
SAGE;Sage Therapeutics Inc;Common stocks;Mid cap;Health Care;$2,533,064,855;0.00%;USA;Analyze
SNDR;Schneider National Inc Class B;Common stocks;Mid cap;Industrials;$2,529,372,760;1.04%;USA;Analyze
DH;Definitive Healthcare Corp.;Common stocks;Mid cap;Health Care;$2,500,500,224;0.00%;USA;Analyze
SGFY;Signify Health, Inc.;Common stocks;Mid cap;Health Care;$2,360,324,424;0.00%;USA;Analyze
SWI;Solarwinds Corporation;Common stocks;Mid cap;Information Technology;$2,321,125,930;3.68%;USA;Analyze
COMM;Commscope Holding Inc;Common stocks;Mid cap;Information Technology;$2,267,893,877;0.00%;USA;Analyze
WWE;World Wrestling Entertainment Inc;Common stocks;Mid cap;Communication Services;$2,177,322,828;0.98%;USA;Analyze
NABL;N-able, Inc.;Common stocks;Mid cap;Information Technology;$2,090,395,039;0.00%;USA;Analyze
RKT;Rocket Companies, Inc. Class A;Common stocks;Mid cap;Financials;$2,037,809,983;0.00%;USA;Analyze
FLNC;Fluence Energy, Inc.;Common stocks;Small cap;Industrials;$1,899,887,520;0.00%;USA;Analyze
VRM;Vroom, Inc.;Common stocks;Small cap;Consumer Discretionary;$1,464,913,984;0.00%;USA;Analyze
